,full_text,weekday,month,day,hour,has_hashtag,has_url,like_count,is_reply,retweet_count,followers,following,user,screen_name
206,"Welcome to Hungary.

Governed by #climatechange deniers and scared of a pensioner living in The USA.

This is what the UK will be like if #Farage wins!

Go and #vote!!!!

#libdems #alde #ukpolitics #EUelections2019 https://t.co/31JnH46bZO",Thu,May,23,6,1,1,0,0,0,203,835,Liberal Matt 🔶,liberal_matt
207,"RT @AnonsWorldwide: #EPP #SD partly #ALDE passed #CopyrightDirective, incompatible with existing laws: 

-Universal declaration of Human Ri…",Thu,May,23,6,1,0,0,0,15,3879,4989,Canon AEDE NO,CanonAEDE_NO
208,I have done my democratic duty. #EUelections2019 #greens,Thu,May,23,6,1,0,0,0,0,118,246,Neal Mitchell,nsmitchell91
209,RT @Langbyrig: #Remainer  in the South East not voting #LibDems or #Greens then vote ⁦@ForChange_Now⁩ best chance of getting an additional…,Thu,May,23,6,1,0,0,0,9,209,372,Change UK Basingstoke & NW Hampshire,ChangeUK_NHants
210,RT @TRF_Climate: Growing concerns over #climatechange are likely to hand Europe's #Greens their strongest showing yet in this week's Europe…,Thu,May,23,6,1,0,0,0,2,2208,183,Laurie Goering,lauriegoering
211,"For connoisseurs of (involuntary) #GermanComedy, here‘s #CDU &amp; #EPP members @ElmarBrok_MEP, dressed as a scientist trying to figure out how to vote in the #EP2019. Or perhaps polishing a turd in order to establish his credentials as future Minister of Science? #ThisTimeImVoting https://t.co/CnMYHRkz9z",Thu,May,23,5,1,1,0,0,0,264,408,Wolfgang Deicke,wolfdeicke
212,At this time of national crisis: The #Tories are engaged in a leadership election (Party before People) #Labour are engaged in Mañana (Party before People and People before Party). #LibDems #Greens #PlaidCymru #SNP engaged in #EUElections (Reality) - Get out and vote today! https://t.co/GJoTwn0pYN,Thu,May,23,5,1,0,5,0,2,5033,3988,Eric D,DalbidEU
213,RT @Langbyrig: #Remainer  in the South East not voting #LibDems or #Greens then vote ⁦@ForChange_Now⁩ best chance of getting an additional…,Thu,May,23,4,1,0,0,0,9,3861,4643,Victoria Groulef,VictoriaGroulef
214,"https://t.co/JVHIwc4maz #Groenlinks #Gruenen #EuropeanElections2019 #EuropeanParliament #Belfast #Dublin #UnitedIreland

""There is a discernible #Greens surge""",Thu,May,23,3,1,1,0,0,0,330,780,The Global Spring,TheGlobalSpring
215,"#Brexit #EUelections2019 #SouthWest #Cornwall

2014 
#UKIP 484K #Conservatives 433K
#Labour 206K #Greens 167K #LibDem 160K
BNP/EDL/Independent 49K
Total votes 1.5m of around 4.3m electored 
Don't vote #ChangeUK it'll split #Remainer vote 
#VoteLabour23May 
https://t.co/0elhxQSctR",Thu,May,23,3,1,1,0,0,0,226,245,lydia.thom,thom_lydia
216,"To all #Twitter followers: if you want to see who in Germany since 2 days is attacking Merkel's conservative #CDU: It's a young #YouTube'er called #Rezo. Watch it, it's that simple, than say #YesToChange and #IVoteNature and vote different than #EPP in #EUElections2019! https://t.co/fWIEBYDi5v",Wed,May,22,23,1,1,10,0,3,1328,526,Raphael Weyland 🇪🇺,news_rapha
217,RT @DalbidEU: @JolyonMaugham @floyduk At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Wed,May,22,23,1,0,0,0,11,1859,3018,Alison Gee RGN 🇬🇧🏳️‍🌈🇪🇺🔶⭐️,pinkshopmouse
218,"RT @Cobradabest: Tweeting every day until the #EUelections2019 day #3:  Vote out the #EPP, #SD and #ALDE to keep upload filters, #Copyright…",Wed,May,22,23,1,0,0,0,9,184,324,Karolina KillerRose Zarzecka #SaveTheInternet,rayerronarts
219,"RT @chriostoir_g: #EUelections2019 #FBPE #OFOC #FSFA #LibDems #Greens #PlaidCymru #SNP #Remain #ToryRemain #LabourRemain
You lot better get…",Wed,May,22,22,1,0,0,0,3,152,208,pazzarooney4EU 🔶 #FBPE,pazzarooney4
220,RT @AnonsWorldwide: #EPP #ALDE want to create a secret service in #EU so they scan all user activity online &amp; match biometrics data with al…,Wed,May,22,22,1,0,0,0,18,47,431,Dayle Gibson,Draph91
221,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,22,1,0,0,0,14,362,273,LinuxRoot DDO53R_420,DDO53R_420
222,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,22,1,0,0,0,11,314,1564,Fiona Alexander,FalexanderFiona
223,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,22,1,0,0,0,14,184,324,Karolina KillerRose Zarzecka #SaveTheInternet,rayerronarts
224,"RT @StopNS2: @MartinSchulz Be aware, if you decide to vote for the hypo #SPD than you vote for more Billions$$ to #Putins sabotaging mafia…",Wed,May,22,22,1,0,0,0,1,497,1360,Dr.iur.H.C.Schüler🇪🇺,DriurHCSchueler
225,"Forecasted #London #EUelections2019 results with &amp; without tactical voting: 
WITHOUT - #Brexit Tories keep 1 seat.
WITH tactical vote for @ForChange_Now: #Remain #LibDems &amp; #Greens keep 2 seats each anyway, TORIES LOSE their 1 seat to Remain #ChangeUK
https://t.co/Zf2tSoSJCd https://t.co/g4ifQunJ25",Wed,May,22,22,1,1,0,0,0,507,495,Watson,DoktorWatson
226,"RT @chriostoir_g: #EUelections2019 #FBPE #OFOC #FSFA #LibDems #Greens #PlaidCymru #SNP #Remain #ToryRemain #LabourRemain
You lot better get…",Wed,May,22,21,1,0,0,0,3,8303,8292,Ton Meeuwis #FBPE #FBR,111meeuwis
227,"#EUelections2019 #FBPE #OFOC #FSFA #LibDems #Greens #PlaidCymru #SNP #Remain #ToryRemain #LabourRemain
You lot better get out there and vote tomorrow.
Right...?

#BashTheFash #TonkTheTories
#FuckFarage #KickOutTheKippers",Wed,May,22,21,1,0,7,0,3,475,586,Chris Gray 🇮🇪🇪🇺,chriostoir_g
228,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,21,1,0,0,0,11,282,2002,Roth Child,Thechildofroth
229,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,21,1,0,0,0,11,834,2210,Doug Martin,Dougmbe97
230,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,21,1,0,0,0,11,1711,1673,Sally Deeply Unhelpful Party  #FBPE #Facciamorete,sallydipple
231,RT @Langbyrig: #Remainer  in the South East not voting #LibDems or #Greens then vote ⁦@ForChange_Now⁩ best chance of getting an additional…,Wed,May,22,21,1,0,0,0,9,258,76,Change UK Faversham,ChangeFaversham
232,RT @AnonsWorldwide: #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to…,Wed,May,22,21,1,0,0,0,18,184,324,Karolina KillerRose Zarzecka #SaveTheInternet,rayerronarts
233,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,21,1,0,0,0,11,2241,3209,Jonathan Hibberd,Jonnyhibberd
234,RT @TRF_Climate: Growing concerns over #climatechange are likely to hand Europe's #Greens their strongest showing yet in this week's Europe…,Wed,May,22,21,1,0,0,0,2,7064,4564,Megan Rowling,meganrowling
235,"Growing concerns over #climatechange are likely to hand Europe's #Greens their strongest showing yet in this week's European Parliament elections, @Reuters reports #EuropeanElections2019 https://t.co/4uJtfsbGoh",Wed,May,22,21,1,1,3,0,2,10152,1597,TRF Climate,TRF_Climate
236,RT @DalbidEU: @JolyonMaugham @floyduk At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Wed,May,22,20,1,0,0,0,11,5033,3988,Eric D,DalbidEU
237,RT @DalbidEU: @JolyonMaugham @floyduk At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Wed,May,22,20,1,0,0,0,11,3424,4910,Hard Copy Politics,politicswatch15
238,RT @AnonsWorldwide: #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to…,Wed,May,22,20,1,0,0,0,18,343,486,The VAMPIRE DRAGON,DefangedDevelon
239,RT @AnonsWorldwide: #ACTA law wanted to kill free internet. It failed in #EU after hundreds of thousands people protested on streets. #EJC…,Wed,May,22,20,1,0,0,0,20,343,486,The VAMPIRE DRAGON,DefangedDevelon
240,"RT @Cobradabest: Tweeting every day until the #EUelections2019 day #3:  Vote out the #EPP, #SD and #ALDE to keep upload filters, #Copyright…",Wed,May,22,20,1,0,0,0,9,343,486,The VAMPIRE DRAGON,DefangedDevelon
241,"RT @AnonsWorldwide: #Europawahl2019 #EP2019 #EUElections2019 #EU Don't vote for parties who used #Copyright excuse, made deals with America…",Wed,May,22,20,1,0,0,0,17,343,486,The VAMPIRE DRAGON,DefangedDevelon
242,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,20,1,0,0,0,14,343,486,The VAMPIRE DRAGON,DefangedDevelon
243,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,20,1,0,0,0,14,53,189,Ela Álava,AlavaEla
244,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,20,1,0,0,0,11,683,1128,Fjoh #FBPE,FriendnotFjoh
245,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,20,1,0,0,0,11,7459,8194,Steve 🔶 #FighterAgainstBrexit #RevokeA50 #FBPE,Steve_Remainer
246,RT @Sallux_Official: just before #European #Parliament @Europarl_EN #EP2019 Elections. Your opportunity to learn about a real alternative t…,Wed,May,22,20,1,0,0,0,7,343,226,Valeriu Ghiletchi,valeriuga
247,RT @Langbyrig: #Remainer  in the South East not voting #LibDems or #Greens then vote ⁦@ForChange_Now⁩ best chance of getting an additional…,Wed,May,22,19,1,0,0,0,9,1398,1373,Theresa #FBPE #FBGC #Genderfree,theresawoman
248,RT @AnonsWorldwide: @EU_Commission #Democracy means representing citizens who elected you to get there. #Copyrightdirective you made &amp; pass…,Wed,May,22,19,1,0,0,0,2,10838,11756,Anonymous Worldwide,AnonsWorldwide
249,RT @AnonsWorldwide: #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to…,Wed,May,22,19,1,0,0,0,18,70,77,Scorp125,Scorp122
250,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,19,1,0,0,0,14,70,77,Scorp125,Scorp122
251,RT @Langbyrig: #Remainer  in the South East not voting #LibDems or #Greens then vote ⁦@ForChange_Now⁩ best chance of getting an additional…,Wed,May,22,19,1,0,0,0,9,455,144,Change UK Brighton and Hove,ChangeUKBtnHove
252,@EU_Commission #Democracy means representing citizens who elected you to get there. #Copyrightdirective you made &amp; passed thanks to #AxelVoss #EPP violates many laws. You ignored MEPs calling your 260 000 protesting citizens bots and hired by Google #ThisTimeImVoting #EUelections2019 #EP2019,Wed,May,22,19,1,0,4,1,2,10838,11756,Anonymous Worldwide,AnonsWorldwide
253,"RT @AnonsWorldwide: #Europawahl2019 #EP2019 #EUElections2019 #EU Don't vote for parties who used #Copyright excuse, made deals with America…",Wed,May,22,19,1,0,0,0,17,4,9,Legion,Gsus28816970
254,"RT @AnonsWorldwide: #EPP #SD partly #ALDE passed #CopyrightDirective, incompatible with existing laws: 

-Universal declaration of Human Ri…",Wed,May,22,19,1,0,0,0,15,4,9,Legion,Gsus28816970
255,"RT @AnonsWorldwide: #EUelections2019 Don't vote for parties #EPP #SD #ALDE who defined publishers as creators by law, took away creators' r…",Wed,May,22,19,1,0,0,0,22,4,9,Legion,Gsus28816970
256,"RT @AnonsWorldwide: #EUelections2019 Don't vote for parties #EPP #SD #ALDE who defined publishers as creators by law, took away creators' r…",Wed,May,22,19,1,0,0,0,22,26,7,Kirby 2.0,Kirby2035551085
257,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,19,1,0,0,0,14,313,307,Cosasdesolohoy,cosasdemanana
258,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,19,1,0,0,0,14,250,346,ocelothe2k1 🇵🇱 #StopActa2,ocelothe2k1
259,"RT @AnonsWorldwide: #ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They pass…",Wed,May,22,19,1,0,0,0,14,10838,11756,Anonymous Worldwide,AnonsWorldwide
260,"@Ruptly #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has project with #EPP to create a secret service in #EU to watch every step of citizens, also digitally. It's one of the parties voted for censorship &amp; surveillance law #CopyrightDirective #EUelections2019 #Europawahl2019",Wed,May,22,19,1,0,0,1,0,10838,11756,Anonymous Worldwide,AnonsWorldwide
261,RT @AnonsWorldwide: #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to…,Wed,May,22,19,1,0,0,0,18,10838,11756,Anonymous Worldwide,AnonsWorldwide
262,"#ALDE receives money from #Bayer #Monsanto to poison citizens? 

Why is ALDE obsessed with watching citizens? They passed #uploadfilters. Plans for #EU secret service are on the way.

#Europawahl2019 #EP2019 #EUelections2019 #CopyrightDirective
 https://t.co/0gT4lfS6nL",Wed,May,22,19,1,1,10,0,14,10838,11756,Anonymous Worldwide,AnonsWorldwide
263,"RT @Cobradabest: Tweeting every day until the #EUelections2019 day #3:  Vote out the #EPP, #SD and #ALDE to keep upload filters, #Copyright…",Wed,May,22,19,1,0,0,0,9,231,367,Joseph,CaptainXtra
264,RT @AnonsWorldwide: #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to…,Wed,May,22,19,1,0,0,0,18,231,367,Joseph,CaptainXtra
265,RT @AnonsWorldwide: #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to…,Wed,May,22,19,1,0,0,0,18,56,222,Mp,Mp13662117
266,RT @AnonsWorldwide: #ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to…,Wed,May,22,19,1,0,0,0,18,186,38,Stop Article 13(Votez Pirate),FightingNet
267,"RT @AnonsWorldwide: #Europawahl2019 #EP2019 #EUElections2019 #EU Don't vote for parties who used #Copyright excuse, made deals with America…",Wed,May,22,19,1,0,0,0,17,250,346,ocelothe2k1 🇵🇱 #StopActa2,ocelothe2k1
268,"RT @Cobradabest: Tweeting every day until the #EUelections2019 day #3:  Vote out the #EPP, #SD and #ALDE to keep upload filters, #Copyright…",Wed,May,22,19,1,0,0,0,9,10838,11756,Anonymous Worldwide,AnonsWorldwide
269,"#ALDE receives lobbying money from #Bayer #Monsanto. ALDE has a project with #EPP to create a secret service in #EU to watch every step of citizens, also digitally. ALDE was one of the parties voted for censorship and surveillance law #CopyrightDirective. #EUelections2019 #EP2019 https://t.co/yzEbDJm4ZN",Wed,May,22,19,1,1,13,0,18,10838,11756,Anonymous Worldwide,AnonsWorldwide
270,"Point of No Return: Viktor #Orban’s Divorce from the #EPP, by @milann_sk &amp; Andras Racz
https://t.co/MbqtPGBrSg via @dgapev #EUelections2019 #EP2019",Wed,May,22,19,1,1,2,0,1,3903,3388,Andrej Matisak,matisaksk
271,#Greens now just one point behind Labour for #EUElections2019 . #Corbyn! You have 2 hours! Which side of history do you want to be on? Imagine Glastonbury again. https://t.co/URdotAupVg,Wed,May,22,19,1,0,2,0,2,276,207,bruce macfarlane,beajayemac
272,RT @DalbidEU: @JolyonMaugham @floyduk At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Wed,May,22,19,1,0,0,0,11,107,228,Another Citizen,vuk87912
273,RT @MikeShaugh: Do the Local Elections Results Show the Greens Have Finally Shaken Off Corbynism? https://t.co/Qt47lXYod6 #green #greens #l…,Wed,May,22,18,1,1,0,0,1,237,237,Mike Shaughnessy,MikeShaugh
274,RT @DalbidEU: @JolyonMaugham @floyduk At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Wed,May,22,18,1,0,0,0,11,2156,2434,Pat Young #FBPE,PatYoung
275,RT @DalbidEU: @JolyonMaugham @floyduk At this time of national crisis: The #Tories are engaged in a leadership election (Party before Peopl…,Wed,May,22,18,1,0,0,0,11,2160,3501,El#FBPE,El86562179
276,"[-] MERKEL (GERMANY), MACRON (FRANCE), JUNCKER (EU), RUTTE (NETHERLANDS) ARE THE BIGGEST ENEMIES OF EUROPE! | #BrexitParty #EuropeanUnion #Britishvote #MarkRutte #MinPres #gelehesjes #YellowVests FULL ARTICLE:&gt; https://t.co/wcsMzbNQDC #EUElection #EU2019 #EP2019 #EPP #Brexit",Wed,May,22,18,1,1,0,1,0,207,171,RjSeeker,RjSeeker1
277,RT @Jonnyhibberd: Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVot…,Wed,May,22,18,1,0,0,0,11,5487,927,Euan MacDonald,Euan_MacDonald
278,RT @DalbidEU: @sazmeister88 @troldenteddy At this time of national crisis: The #Tories are engaged in a leadership election (Party before P…,Wed,May,22,18,1,0,0,0,7,1294,1711,Francesc Smits 🇪🇺🇳🇱🇪🇸🇬🇧🇲🇨,rhinomni
279,Do the Local Elections Results Show the Greens Have Finally Shaken Off Corbynism? https://t.co/Qt47lXYod6 #green #greens #labour #climateaction #climatechange #climatebreakdown #environment #localelction2019 #localelections2019 #EuropeanElections2019 #EuropeanElection2019 https://t.co/7IzjBKS2Ja,Wed,May,22,17,1,1,0,0,1,237,237,Mike Shaughnessy,MikeShaugh
280,"Tweeting every day until the #EUelections2019 day #3:  Vote out the #EPP, #SD and #ALDE to keep upload filters, #CopyrightDirective and #TERREG illegal. #VoteThemOut in #EP2019! https://t.co/bpgLRs3HZ0",Wed,May,22,17,1,1,9,0,9,160,759,Cobra! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🇮🇹 🇮🇪 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Cobradabest
281,RT @DalbidEU: @sazmeister88 @troldenteddy At this time of national crisis: The #Tories are engaged in a leadership election (Party before P…,Wed,May,22,17,1,0,0,0,7,11452,9355,Evangelina,muschifuss998
282,RT @DalbidEU: @sazmeister88 @troldenteddy At this time of national crisis: The #Tories are engaged in a leadership election (Party before P…,Wed,May,22,17,1,0,0,0,7,2352,4998,R Niall D Martin #FBPE,RNiallDMartin
283,@JolyonMaugham @floyduk At this time of national crisis: The #Tories are engaged in a leadership election (Party before People) #Labour are engaged in Mañana (Party before People and People before Party). #LibDems #Greens #PlaidCymru #SNP engaged in #EUElections (Reality) - Get out and vote tomorrow! https://t.co/by4X7TK7hG,Wed,May,22,17,1,0,21,1,11,5033,3988,Eric D,DalbidEU
284,RT @DalbidEU: @sazmeister88 @troldenteddy At this time of national crisis: The #Tories are engaged in a leadership election (Party before P…,Wed,May,22,17,1,0,0,0,7,7682,8288,Peter Simms 🇪🇺🇬🇧🔶 pro-EU pro-FoM,peterrsimms
285,RT @DalbidEU: @sazmeister88 @troldenteddy At this time of national crisis: The #Tories are engaged in a leadership election (Party before P…,Wed,May,22,17,1,0,0,0,7,5784,5874,Martin Oxley #FBPE #Peoplesvote #RemainandReform,martin_oxley
286,RT @DalbidEU: @sazmeister88 @troldenteddy At this time of national crisis: The #Tories are engaged in a leadership election (Party before P…,Wed,May,22,17,1,0,0,0,7,2675,4005,Steve Cooper🇪🇺💶#FBPE#WATON#ABTV,coopersf12345
287,@sazmeister88 @troldenteddy At this time of national crisis: The #Tories are engaged in a leadership election (Party before People) #Labour are engaged in Mañana (Party before People and People before Party). #LibDems #Greens #PlaidCymru #SNP engaged in #EUElections (Reality) - Get out and vote tomorrow! https://t.co/kjKO58shAM,Wed,May,22,17,1,0,5,1,7,5033,3988,Eric D,DalbidEU
288,RT @Langbyrig: #Remainer  in the South East not voting #LibDems or #Greens then vote ⁦@ForChange_Now⁩ best chance of getting an additional…,Wed,May,22,17,1,0,0,0,9,8000,3339,Warren Morgan 🇪🇺,warrenmorgan
289,"The top #EuropeanElections candidate for Les Républicains in France demonstrates that his party is clearly on the Orban-friendly end of the #EPP

https://t.co/cuJr0Bz2Bh",Wed,May,22,17,1,1,0,0,0,1173,1671,Joost,almodozo
290,#Remainer  in the South East not voting #LibDems or #Greens then vote ⁦@ForChange_Now⁩ best chance of getting an additional #EUelections2019 #Remain seat in South East #tacticalvoting  Thanks to site @remainvoter⁩ for doing the #maths  https://t.co/PWyJiOeKcN,Wed,May,22,17,1,1,11,0,9,225,309,Mark Lansbury,Langbyrig
291,RT @DalbidEU: At this time of national crisis: The #Tories are engaged in a leadership election (Party before People) #Labour are engaged i…,Wed,May,22,17,1,0,0,0,1,391,736,John Blaney 🔶,deltazebedee1
292,At this time of national crisis: The #Tories are engaged in a leadership election (Party before People) #Labour are engaged in Mañana (Party before People and People before Party). #LibDems #Greens #PlaidCymru #SNP engaged in #EUElections (Reality) - Get out and vote tomorrow! https://t.co/6Pzet0T02B,Wed,May,22,16,1,0,2,0,1,5033,3988,Eric D,DalbidEU
293,"PLEASE VOTE PEOPLE, whatever way, whatever party, just please get out and vote...
 #EuropeanElections2019  #Brexit #Rocketman #Corbyn #PeoplesVote #ClimateCrisis #extinctionrebelion #Farage  #Greens #LibDem #SinnFein #GFA #BrexitBorder #FreeMovement #HaveYourSayOrSomeoneElseWill",Wed,May,22,16,1,0,0,0,0,118,947,Triona NiBholguidhir,TrionaBolger
294,@mikehookemmep @UKIP #WhiteBook Bavaria MEP #Weber /  MEP #Hohlmeier EPP  #Corruption #ReNazification Scandals EU control State of democracy in Bavaria  #EUELECTIONS and the coming rule of #NAZIBavaria and #MANFREDWEBER  #EPP #Bavaria  https://t.co/3D1Pfd3DDF …  https://t.co/W0IiNPqd6e,Wed,May,22,16,1,1,0,1,0,1191,4999,stefan kellmer,BavariaWatch
295,"RT @AnonsWorldwide: #EPP #SD partly #ALDE passed #CopyrightDirective, incompatible with existing laws: 

-Universal declaration of Human Ri…",Wed,May,22,16,1,0,0,0,15,13,72,Our culture is not for sale.,endart17now
296,RT @MissLauraMarcus: Could the #LibDems force #Labour into third place? Could the #Greens force the #Tories into fifth place? Could the #Br…,Wed,May,22,16,1,0,0,0,1,697,1169,MrOylesWivAHaitch 🔸 #FBPE #STOPBREXIT,julianhoyles
297,Now that's what you call a flag #Stopbrexit #FBPE #Brexit #GuyVerhofstadt #WATON #Barnier #politics #PeoplesVote #VeniceConvention #SNP #business #greens #EU #Juncker #Tusk #EUelections2019 https://t.co/FvKRz5d7hd,Wed,May,22,15,1,0,0,0,0,2071,5000,Gordon Mackenzie #FBPE,Gordon1000
298,Could the #LibDems force #Labour into third place? Could the #Greens force the #Tories into fifth place? Could the #BrexitParty's vote be way overestimated? Tune in on Monday for more of #Brexit - the endgame! #EUElections2019 https://t.co/dgYwfgLCcg,Wed,May,22,15,1,1,4,0,1,8016,5720,Laura🇪🇺Marcus🔶,MissLauraMarcus
299,"RT @AnonsWorldwide: #Europawahl2019 #EP2019 #EUElections2019 #EU Don't vote for parties who used #Copyright excuse, made deals with America…",Wed,May,22,15,1,0,0,0,17,246,423,flatEarthIsNonsense,NonsenseFlat
300,RT @AnonsWorldwide: We made tweets during #CopyrightDirective voting process asking #CDU #CSU #EPP and the rest parties to cut bonds with #…,Wed,May,22,15,1,0,0,0,14,246,423,flatEarthIsNonsense,NonsenseFlat
301,"#EPP projected popularity and number of seats by country. MPs highly recommended to speak German, it'll help communications😉. Highest popularity in Orban's Hungary that #Weber wants to kick out😄 Good luck to South pushing for EUbond, growth😂#EUelections2019 #neverweber #Brexit https://t.co/ohe3Ev039h",Wed,May,22,14,1,0,3,0,0,519,712,Pete Chatziplis,petechatziplis
302,"RT @AnonsWorldwide: #EUelections2019 Don't vote for parties #EPP #SD #ALDE who defined publishers as creators by law, took away creators' r…",Wed,May,22,14,1,0,0,0,22,33,206,Knicklicht_Jedi,CrossJedi
303,RT @BavariaWatch: #WhiteBook Bavaria MEP #Weber /  MEP #Hohlmeier EPP  #Corruption #ReNazification Scandals EU control State of democracy i…,Wed,May,22,14,1,0,0,0,1,1191,4999,stefan kellmer,BavariaWatch
304,Everyone who signed this really needs to vote for a Remain Party tomorrow #LibDems #Greens #SNP #Plaid #ChangeUK #DontVoteLabour #EuropeanElections2019  https://t.co/tSXCigCwsP,Wed,May,22,14,1,1,16,0,11,2241,3209,Jonathan Hibberd,Jonnyhibberd
305,"RT @AnonsWorldwide: #Europawahl2019 #EP2019 #EUElections2019 #EU Don't vote for parties who used #Copyright excuse, made deals with America…",Wed,May,22,14,1,0,0,0,17,21,94,William Horrell,WilliamHorrell1
306,"Shld Europe ❤ Vestager? - ⁦@vestager⁩ is the EU antitrust enforcer who earned global recognition for pushing SiliconValley giants like Apple, Google and Facebook to treat consumers and competitors fairly. #EUelections2019 #ALDE  https://t.co/o75tARfgUY",Wed,May,22,13,1,1,0,0,0,1937,1404,Shanty Ruby,Shamayim2
307,"RT @AnonsWorldwide: #EUelections2019 Don't vote for parties #EPP #SD #ALDE who defined publishers as creators by law, took away creators' r…",Wed,May,22,12,1,0,0,0,22,1343,1533,STOP ACTA 2,IDontEvenKnow42
308,"RT @AnonsWorldwide: #EUelections2019 Don't vote for parties #EPP #SD #ALDE who defined publishers as creators by law, took away creators' r…",Wed,May,22,12,1,0,0,0,22,246,423,flatEarthIsNonsense,NonsenseFlat
309,What is the point of us voting tomorrow? No idea who my candidates are or what they now stand for or believe in #EUelections2019 #SNP #Conservatives #Labour #greens #Liberals,Wed,May,22,12,1,0,0,0,0,59,237,Niall,NiallDonaldson
310,"RT @AnonsWorldwide: #EPP #SD partly #ALDE passed #CopyrightDirective, incompatible with existing laws: 

-Universal declaration of Human Ri…",Wed,May,22,12,1,0,0,0,15,250,346,ocelothe2k1 🇵🇱 #StopActa2,ocelothe2k1
311,"RT @juteszembe: „We are working on building an old-school #Christian democracy, rooted in European traditions.” (Viktor #Orban, 2018) #EP20…",Wed,May,22,12,1,0,0,0,1,2978,1879,Nada Boy,Her_Of_Twin
312,"@guyverhofstadt @ObserverUK https://t.co/g4D4VZ3yaU
National sovereignty vital for Hungary regarding migration and national security. A video to remind a clueless #ALDE why sovereignty matters. Of course, V4 does not get to enjoy multicult NoGoZones of Belgium, France, Sweden etc.
#EUElections #EP2019",Wed,May,22,11,1,1,0,1,0,13674,11779,V4 Report,bill_ravotti
313,"RT @AnonsWorldwide: In 2012 #ACTA law failed thanks to hundreds of thousands protested. It would turn internet into today's radio or TV, co…",Wed,May,22,11,1,0,0,0,40,1180,1974,"zoobab ""NO Software Patents""",zoobab
314,"RT @AnonsWorldwide: In 2012 #ACTA law failed thanks to hundreds of thousands protested. It would turn internet into today's radio or TV, co…",Wed,May,22,11,1,0,0,0,40,69,26,Rebecca M,DragonflyIcy4
